language	number	form	predicted	accuracy
Hajong	98	nɑɡotɑŋ	98	1
Hajong	99	nɑnɑn	99	1
Halbi	01	ek	01	1
Halbi	02	duj	02	1
Halbi	03	tin	03	1
Halbi	04	cɑr	04	1
Halbi	05	pɑ̃c	05	1
Halbi	06	cʰəj	06	1
Halbi	07	sɑt	07	1
Halbi	08	ɑʈ	08	1
Halbi	09	nɔ	09	1
Halbi	10	dəs	00	0
Halbi	11	iɡɑrɑ	11	1
Halbi	12	bɑrɑ	12	1
Halbi	13	terɑ	13	1
Halbi	14	cəʋdɑ	04	0
Halbi	15	pəndrɑ	15	1
Halbi	16	solɑ	06	0
Halbi	17	sətrɑ	17	1
Halbi	18	əʈʰɑrɑ	18	1
Halbi	19	onis	09	0
Halbi	20	ekkoɽi	20	1
Halbi	21	ekkoɽiek	21	1
Halbi	22	ekkoɽiduj	22	1
Halbi	23	ekkoɽitin	23	1
Halbi	24	ekkoɽicɑr	24	1
Halbi	25	ekkoɽipɑ̃c	25	1
Halbi	26	ekkoɽicʰəj	26	1
Halbi	27	ekkoɽisɑt	37	0
Halbi	28	ekkoɽiɑʈ	28	1
Halbi	29	ekkoɽinɔ	29	1
Halbi	30	ekkoɽidəs	20	0
Halbi	31	ekkoɽiiɡɑrɑ	31	1
Halbi	32	ekkoɽibɑrɑ	32	1
Halbi	33	ekkoɽiterɑ	33	1
Halbi	34	ekkoɽicəʋdɑ	24	0
Halbi	35	ekkoɽipəndrɑ	35	1
Halbi	36	ekkoɽisolɑ	26	0
Halbi	37	ekkoɽisətrɑ	37	1
Halbi	38	ekkoɽiəʈʰɑrɑ	38	1
Halbi	39	ekkoɽionis	29	0
Halbi	40	dujkoɽi	40	1
Halbi	41	dujkoɽiek	41	1
Halbi	42	dujkoɽiduj	42	1
Halbi	43	dujkoɽitin	43	1
Halbi	44	dujkoɽicɑr	44	1
Halbi	45	dujkoɽipɑ̃c	45	1
Halbi	46	dujkoɽicʰəj	46	1
Halbi	47	dujkoɽisɑt	47	1
Halbi	48	dujkoɽiɑʈ	48	1
Halbi	49	dujkoɽinɔ	49	1
Halbi	50	dujkoɽidəs	40	0
Halbi	51	dujkoɽiiɡɑrɑ	51	1
Halbi	52	dujkoɽibɑrɑ	52	1
Halbi	53	tdujkoɽiterɑ	53	1
Halbi	54	dujkoɽicəʋdɑ	44	0
Halbi	55	dujkoɽipəndrɑ	55	1
Halbi	56	dujkoɽisolɑ	46	0
Halbi	57	dujkoɽisətrɑ	57	1
Halbi	58	dujkoɽiəʈʰɑrɑ	58	1
Halbi	59	dujkoɽionis	49	0
Halbi	60	tinkoɽi	60	1
Halbi	61	tinkoɽiek	61	1
Halbi	62	tinkoɽiduj	62	1
Halbi	63	tinkoɽitin	63	1
Halbi	64	tinkoɽicɑr	64	1
Halbi	65	tinkoɽipɑ̃c	65	1
Halbi	66	tinkoɽicʰəj	66	1
Halbi	67	tinkoɽisɑt	77	0
Halbi	68	tinkoɽiɑʈ	68	1
Halbi	69	tinkoɽinɔ	69	1
Halbi	70	tinkoɽidəs	60	0
Halbi	71	tinkoɽiiɡɑrɑ	71	1
Halbi	72	tinkoɽibɑrɑ	72	1
Halbi	73	tinkoɽiterɑ	73	1
Halbi	74	tinkoɽicəʋdɑ	64	0
Halbi	75	tinkoɽipəndrɑ	75	1
Halbi	76	tinkoɽisolɑ	66	0
Halbi	77	tinkoɽisətrɑ	77	1
Halbi	78	tinkoɽiəʈʰɑrɑ	78	1
Halbi	79	tinkoɽionis	69	0
Halbi	80	cɑrkoɽi	80	1
Halbi	81	cɑrkoɽiek	81	1
Halbi	82	cɑrkoɽiduj	82	1
Halbi	83	cɑrkoɽitin	83	1
Halbi	84	cɑrkoɽicɑr	84	1
Halbi	85	cɑrkoɽipɑ̃c	85	1
Halbi	86	cɑrkoɽicʰəj	86	1
Halbi	87	cɑrkoɽisɑt	97	0
Halbi	88	cɑrkoɽiɑʈ	88	1
Halbi	89	cɑrkoɽinɔ	89	1
Halbi	90	cɑrkoɽidəs	80	0
Halbi	91	cɑrkoɽiiɡɑrɑ	91	1
Halbi	92	cɑrkoɽibɑrɑ	92	1
Halbi	93	cɑrkoɽiterɑ	93	1
Halbi	94	cɑrkoɽicəʋdɑ	84	0
Halbi	95	cɑrkoɽipəndrɑ	95	1
Halbi	96	cɑrkoɽisolɑ	86	0
Halbi	97	cɑrkoɽisətrɑ	97	1
Halbi	98	cɑrkoɽiəʈʰɑrɑ	98	1
Halbi	99	cɑrkoɽionis	89	0
HawaNocte	01	wantʰe	01	1
HawaNocte	02	wani	02	1
HawaNocte	03	wanɹəm	03	1
HawaNocte	04	wanpɘli	04	1
HawaNocte	05	wanpaŋa	05	1
HawaNocte	06	wanɹok	06	1
HawaNocte	07	wanɪt	07	1
HawaNocte	08	wansɘt	08	1
HawaNocte	09	wankʰu	09	1
HawaNocte	10	wanʧi	00	0
HawaNocte	11	aʧiwantʰe	11	1
HawaNocte	12	aʧiwani	12	1
HawaNocte	13	aʧiwanɹem	16	0
HawaNocte	14	aʧiwanpɘli	14	1
HawaNocte	15	aʧiwanpaŋa	15	1
HawaNocte	16	aʧiwanɹok	16	1
HawaNocte	17	aʧiwanɪt	17	1
HawaNocte	18	aʧiwansɘt	18	1
HawaNocte	19	aʧiwankʰu	19	1
HawaNocte	20	ɹokni	20	1
HawaNocte	21	ɹokniwantʰe	21	1
HawaNocte	22	ɹokniwani	22	1
HawaNocte	23	ɹokniwanɹəm	23	1
HawaNocte	24	ɹokniwanpɘli	24	1
HawaNocte	25	ɹokniwanpaŋa	25	1
HawaNocte	26	ɹokniwanɹok	26	1
HawaNocte	27	ɹokniwanɪt	27	1
HawaNocte	28	ɹokniwansɘt	28	1
HawaNocte	29	ɹokniwankʰu	29	1
HawaNocte	30	ɹokɹəm	30	1
HawaNocte	31	ɹokɹəmwantʰe	31	1
HawaNocte	32	ɹokɹəmwani	32	1
HawaNocte	33	ɹokɹəmwanɹəm	33	1
HawaNocte	34	ɹokɹəmwanpɘli	34	1
HawaNocte	35	ɹokɹəmwanpaŋa	35	1
HawaNocte	36	ɹokɹəmwanɹok	36	1
HawaNocte	37	ɹokɹəmwanɪt	37	1
HawaNocte	38	ɹokɹəmwansɘt	38	1
HawaNocte	39	ɹokɹəmwankʰu	39	1
HawaNocte	40	ɹokpɘli	40	1
HawaNocte	41	ɹokpɘliwantʰe	41	1
HawaNocte	42	ɹokpɘliwani	42	1
HawaNocte	43	ɹokpɘliwanɹəm	43	1
HawaNocte	44	ɹokpɘliwanpɘli	44	1
HawaNocte	45	ɹokpɘliwanpaŋa	45	1
HawaNocte	46	ɹokpɘliwanɹok	46	1
HawaNocte	47	ɹokpɘliwanɪt	47	1
HawaNocte	48	ɹokpɘliwansɘt	48	1
HawaNocte	49	ɹokpɘliwankʰu	49	1
HawaNocte	50	ɹokpaŋa	50	1
HawaNocte	51	ɹokpaŋawantʰe	51	1
HawaNocte	52	ɹokpaŋawani	52	1
HawaNocte	53	ɹokpaŋawanɹəm	53	1
HawaNocte	54	ɹokpaŋawanpɘli	54	1
HawaNocte	55	ɹokpaŋawanpaŋa	55	1
HawaNocte	56	ɹokpaŋawanɹok	56	1
HawaNocte	57	ɹokpaŋawanɪt	57	1
HawaNocte	58	ɹokpaŋawansɘt	58	1
HawaNocte	59	ɹokpaŋawankʰu	59	1
HawaNocte	60	ɹokɹok	60	1
HawaNocte	61	ɹokɹokwantʰe	61	1
HawaNocte	62	ɹokɹokwani	62	1
HawaNocte	63	ɹokɹokwanɹəm	63	1
HawaNocte	64	ɹokɹokwanpɘli	64	1
HawaNocte	65	ɹokɹokwanpaŋa	65	1
HawaNocte	66	ɹokɹokwanɹok	66	1
HawaNocte	67	ɹokɹokwanɪt	67	1
HawaNocte	68	ɹokɹokwansɘt	68	1
HawaNocte	69	ɹokɹokwankʰu	69	1
HawaNocte	70	ɹoknɪt	70	1
HawaNocte	71	ɹoknɪtwantʰe	71	1
HawaNocte	72	ɹoknɪtwani	72	1
HawaNocte	73	ɹoknɪtwanɹəm	73	1
HawaNocte	74	ɹoknɪtwanpɘli	74	1
HawaNocte	75	ɹoknɪtwanpaŋa	75	1
HawaNocte	76	ɹoknɪtwanɹok	76	1
HawaNocte	77	ɹoknɪtwanɪt	77	1
HawaNocte	78	ɹoknɪtwansɘt	78	1
HawaNocte	79	ɹoknɪtwankʰu	79	1
HawaNocte	80	ɹoksɘt	80	1
HawaNocte	81	ɹoksɘtwantʰe	81	1
HawaNocte	82	ɹoksɘtwani	82	1
HawaNocte	83	ɹoksɘtwanɹəm	83	1
HawaNocte	84	ɹoksɘtwanpɘli	84	1
HawaNocte	85	ɹoksɘtwanpaŋa	85	1
HawaNocte	86	ɹoksɘtwanɹok	86	1
HawaNocte	87	ɹoksɘtwanɪt	87	1
HawaNocte	88	ɹoksɘtwansɘt	88	1
HawaNocte	89	ɹoksɘtwankʰu	89	1
HawaNocte	90	ɹokʰu	90	1
HawaNocte	91	ɹokʰuwantʰe	91	1
HawaNocte	92	ɹokʰuwani	92	1
HawaNocte	93	ɹokʰuwanɹəm	93	1
HawaNocte	94	ɹokʰuwanpɘli	94	1
HawaNocte	95	ɹokʰuwanpaŋa	95	1
HawaNocte	96	ɹokʰuwanɹok	96	1
HawaNocte	97	ɹokʰuwanɪt	97	1
HawaNocte	98	ɹokʰuwansɘt	98	1
HawaNocte	99	ɹokʰuwankʰu	99	1
Ho	01	mijəɖ	01	1
Ho	02	bərijə	02	1
Ho	03	əpijə	03	1
Ho	04	upnijə	04	1
Ho	05	moijə	05	1
Ho	06	turuijə	06	1
Ho	07	əijə	07	1
Ho	08	irlijə	08	1
Ho	09	ərejə	09	1
Ho	10	ɡeljə	10	1
Ho	11	ɡelmijəɖ	11	1
Ho	12	ɡelbərijə	12	1
Ho	13	ɡeləpijə	13	1
Ho	14	ɡelupnijə	14	1
Ho	15	ɡelmoijə	15	1
Ho	16	ɡelturuijə	16	1
Ho	17	ɡeləijə	17	1
Ho	18	ɡelirlijə	18	1
Ho	19	ɡelərejə	19	1
Ho	20	hisi	20	1
Ho	21	hisimijəɖ	21	1
Ho	22	hisibərijə	22	1
Ho	23	hisiəpijə	23	1
Ho	24	hisiupnijə	24	1
Ho	25	hisimoijə	25	1
Ho	26	hisituruijə	26	1
Ho	27	hisiəijə	27	1
Ho	28	hisiirlijə	28	1
Ho	29	hisiərejə	29	1
Ho	30	hisiɡeljə	30	1
Ho	31	hisiɡelmijəɖ	31	1
Ho	32	hisiɡelbərijə	32	1
Ho	33	hisiɡeləpijə	33	1
Ho	34	hisiɡelupnijə	34	1
Ho	35	hisiɡelmoijə	35	1
Ho	36	hisiɡelturuijə	36	1
Ho	37	hisiɡeləijə	37	1
Ho	38	hisiɡelirlijə	38	1
Ho	39	hisiɡelərejə	39	1
Ho	40	bərhisi	40	1
Ho	41	bərhisimijəɖ	41	1
Ho	42	bərhisibərijə	42	1
Ho	43	bərhisiəpijə	43	1
Ho	44	bərhisiupnijə	44	1
Ho	45	bərhisimoijə	45	1
Ho	46	bərhisituruijə	46	1
Ho	47	bərhisiəijə	47	1
Ho	48	bərhisiirlijə	48	1
Ho	49	bərhisiərejə	49	1
Ho	50	bərhisiɡeljə	50	1
Ho	51	bərhisiɡelmijəɖ	51	1
Ho	52	bərhisiɡelbərijə	52	1
Ho	53	bərhisiɡeləpijə	53	1
Ho	54	bərhisiɡelupnijə	54	1
Ho	55	bərhisiɡelmoijə	55	1
Ho	56	bərhisiɡelturuijə	56	1
Ho	57	bərhisiɡeləijə	57	1
Ho	58	bərhisiɡelirlijə	58	1
Ho	59	bərhisiɡelərejə	59	1
Ho	60	əpehisi	60	1
Ho	61	əpehisimijəɖ	61	1
Ho	62	əpehisibərijə	62	1
Ho	63	əpehisiəpijə	63	1
Ho	64	əpehisiupnijə	64	1
Ho	65	əpehisimoijə	65	1
Ho	66	əpehisituruijə	66	1
Ho	67	əpehisiəijə	67	1
Ho	68	əpehisiirlijə	68	1
Ho	69	əpehisiərejə	69	1
Ho	70	əpehisiɡeljə	70	1
Ho	71	əpehisiɡelmijəɖ	71	1
Ho	72	əpehisiɡelbərijə	72	1
Ho	73	əpehisiɡeləpijə	73	1
Ho	74	əpehisiɡelupnijə	74	1
Ho	75	əpehisiɡelmoijə	75	1
Ho	76	əpehisiɡelturuijə	76	1
Ho	77	əpehisiɡeləijə	77	1
Ho	78	əpehisiɡelirlijə	78	1
Ho	79	əpehisiɡelərejə	79	1
Ho	80	upunhisi	80	1
Ho	81	upunhisimijəɖ	81	1
Ho	82	upunhisibərijə	82	1
Ho	83	upunhisiəpijə	83	1
Ho	84	upunhisiupnijə	84	1
Ho	85	upunhisimoijə	85	1
Ho	86	upunhisituruijə	86	1
Ho	87	upunhisiəijə	87	1
Ho	88	upunhisiirlijə	88	1
Ho	89	upunhisiərejə	89	1
Ho	90	upunhisiɡeljə	90	1
Ho	91	upunhisiɡelmijəɖ	91	1
Ho	92	upunhisiɡelbərijə	92	1
Ho	93	upunhisiɡeləpijə	93	1
Ho	94	upunhisiɡelupnijə	94	1
Ho	95	upunhisiɡelmoijə	95	1
Ho	96	upunhisiɡelturuijə	96	1
Ho	97	upunhisiɡeləijə	97	1
Ho	98	upunhisiɡelirlijə	98	1
Ho	99	upunhisiɡelərejə	99	1
IndianPunjabi	01	ik	00	0
IndianPunjabi	02	do	00	0
IndianPunjabi	03	tɪn	00	0
IndianPunjabi	04	cɑ:r	00	0
IndianPunjabi	05	pɑ:ŋ	00	0
IndianPunjabi	06	cʰe	26	0
IndianPunjabi	07	sət	27	0
IndianPunjabi	08	əʈʰ	68	0
IndianPunjabi	09	nɔ	00	0
IndianPunjabi	10	dəs	00	0
IndianPunjabi	11	ɡjɑrɑ̃	12	0
IndianPunjabi	12	bɑrɑ̃	11	0
IndianPunjabi	13	terɑ̃	13	1
IndianPunjabi	14	cəudɑ̃	12	0
IndianPunjabi	15	pəndrɑ̃	10	0
IndianPunjabi	16	soɭɑ̃	12	0
IndianPunjabi	17	sətɑrɑ̃	17	1
IndianPunjabi	18	əʈʰɑrɑ̃	18	1
IndianPunjabi	19	unnɪ	09	0
IndianPunjabi	20	ʋɪ	00	0
IndianPunjabi	21	ɪkkɪ	01	0
IndianPunjabi	22	bɑɪ	22	1
IndianPunjabi	23	teɪ	03	0
IndianPunjabi	24	cɔbɪ	24	1
IndianPunjabi	25	pəccɪ	05	0
IndianPunjabi	26	cʰəbbɪ	06	0
IndianPunjabi	27	sətɑɪ	27	1
IndianPunjabi	28	əʈʰɑɪ	08	0
IndianPunjabi	29	uɳɳəttɪ	39	0
IndianPunjabi	30	tɪ:	03	0
IndianPunjabi	31	ekəttɪ	31	1
IndianPunjabi	32	bəttɪ	32	1
IndianPunjabi	33	tettɪ	33	1
IndianPunjabi	34	cɔttɪ	34	1
IndianPunjabi	35	pɛ̃ttɪ	35	1
IndianPunjabi	36	cʰəttɪ	36	1
IndianPunjabi	37	sæ̃ttɪ	35	0
IndianPunjabi	38	əʈʰəttɪ	38	1
IndianPunjabi	39	untɑlɪ	49	0
IndianPunjabi	40	cɑlɪ	44	0
IndianPunjabi	41	ɪktɑlɪ	41	1
IndianPunjabi	42	bətɑlɪ	42	1
IndianPunjabi	43	tertɑlɪ	43	1
IndianPunjabi	44	cutɑlɪ	44	1
IndianPunjabi	45	pənɟtɑlɪ	40	0
IndianPunjabi	46	cʰejɑlɪ	46	1
IndianPunjabi	47	səntɑlɪ	40	0
IndianPunjabi	48	ərtɑlɪ	49	0
IndianPunjabi	49	ɔɽɪ̃nɟɑ	50	0
IndianPunjabi	50	pənɟɑ	55	0
IndianPunjabi	51	ekʋənɟɑ	50	0
IndianPunjabi	52	doʋənɟɑ	51	0
IndianPunjabi	53	trɪʋənɟɑ	53	1
IndianPunjabi	54	curənɟɑ	54	1
IndianPunjabi	55	pɛ̃rənɟɑ	55	1
IndianPunjabi	56	sɪpɪnɟɑ	50	0
IndianPunjabi	57	sətʋənɟɑ	57	1
IndianPunjabi	58	əʈʰʋənɟɑ	58	1
IndianPunjabi	59	unɑhəʈʰ	62	0
IndianPunjabi	60	səʈʰ	07	0
IndianPunjabi	61	ɪkɑhəʈʰ	61	1
IndianPunjabi	62	bɑhəʈʰ	68	0
IndianPunjabi	63	trehəʈʰ	68	0
IndianPunjabi	64	cɔhəʈʰ	64	1
IndianPunjabi	65	pɛ̃həʈʰ	65	1
IndianPunjabi	66	cʰɪhəʈʰ	66	1
IndianPunjabi	67	sətɑhəʈʰ	67	1
IndianPunjabi	68	əʈʰɑhəʈʰ	68	1
IndianPunjabi	69	uɳəttər	79	0
IndianPunjabi	70	səttər	77	0
IndianPunjabi	71	ɪkəttər	71	1
IndianPunjabi	72	bəhəttər	72	1
IndianPunjabi	73	tehəttər	73	1
IndianPunjabi	74	cɔhəttər	74	1
IndianPunjabi	75	pəchəttər	75	1
IndianPunjabi	76	cʰɪhəttər	76	1
IndianPunjabi	77	səttətər	70	0
IndianPunjabi	78	əʈʰəttər	78	1
IndianPunjabi	79	uɳɑsɪ	89	0
IndianPunjabi	80	əssɪ	82	0
IndianPunjabi	81	ɪkjɑsɪ	81	1
IndianPunjabi	82	bɪjɑsɪ	83	0
IndianPunjabi	83	trɪjɑsɪ	82	0
IndianPunjabi	84	curɑsɪ	84	1
IndianPunjabi	85	pəcɑsɪ	85	1
IndianPunjabi	86	cʰɪɑsɪ	86	1
IndianPunjabi	87	sətɑsɪ	87	1
IndianPunjabi	88	əʈʰɑsɪ	88	1
IndianPunjabi	89	uɳənʋe	99	0
IndianPunjabi	90	nəbbe	29	0
IndianPunjabi	91	ɪkənʋẽ	91	1
IndianPunjabi	92	bənʋẽ	92	1
IndianPunjabi	93	tɪrənʋẽ	94	0
IndianPunjabi	94	curənʋẽ	94	1
IndianPunjabi	95	pəcənʋẽ	95	1
IndianPunjabi	96	cʰɪənʋẽ	96	1
IndianPunjabi	97	sətənʋẽ	97	1
IndianPunjabi	98	əʈʰənʋẽ	98	1
IndianPunjabi	99	nəɽɪnʋẽ	92	0
Jad	01	cik	01	1
Jad	02	niʰ	22	0
Jad	03	sum	33	0
Jad	04	zi	04	1
Jad	05	ŋɑ	05	1
Jad	06	ʈuk	00	0
Jad	07	dun	77	0
Jad	08	ɡjət	18	0
Jad	09	ɡu	09	1
Jad	10	cu	10	1
Jad	11	cukcik	11	1
Jad	12	cuŋiʰ	12	1
Jad	13	cuksum	13	1
Jad	14	cubɟi	10	0
Jad	15	cɑŋɑ	05	0
Jad	16	curuk	10	0
Jad	17	cubdun	17	1
Jad	18	cɔpɡjət	08	0
Jad	19	curɡu	19	1
Jad	20	niʃu	02	0
Jad	21	nicəkʃik	21	1
Jad	22	niceŋi	22	1
Jad	23	nicəksum	23	1
Jad	24	nicəbzi	24	1
Jad	25	nicɑŋɑ	25	1
Jad	26	nicɛrok	26	1
Jad	27	nicəpdun	27	1
Jad	28	nicɔbɡjet	28	1
Jad	29	nicerɡu	29	1
Jad	30	sumɟu	33	0
Jad	31	sumɟusɔʃik	31	1
Jad	32	sumɟusɔniʰ	32	1
Jad	33	sumɟusɔksum	33	1
Jad	34	sumɟusɔbzi	34	1
Jad	35	sumɟusɔŋɑ	35	1
Jad	36	sumɟusɛrok	36	1
Jad	37	sumɟusəbdun	37	1
Jad	38	sumɟusɔbɡjet	38	1
Jad	39	sumɟuserɡu	39	1
Jad	40	zipcu	40	1
Jad	41	zipcusəkʃik	41	1
Jad	42	zipcusɛŋi	42	1
Jad	43	zipcusəksum	43	1
Jad	44	zipcuserɡu	49	0
Jad	45	zipcusɑŋɑ	45	1
Jad	46	zipcusɛrok	46	1
Jad	47	zipcusəbdun	47	1
Jad	48	zipcusɔbɡjət	48	1
Jad	49	zipcuserɡu	44	0
Jad	50	ŋəbcu	50	1
Jad	51	ŋəbcuŋɑkʃik	51	1
Jad	52	ŋəbcuŋeɡi	50	0
Jad	53	ŋəbcuŋɑksum	53	1
Jad	54	ŋəbcuŋebzi	54	1
Jad	55	ŋəbcuŋɑŋɑ	55	1
Jad	56	ŋəbcuŋɛrok	56	1
Jad	57	ŋəbcuŋebdun	57	1
Jad	58	ŋəbcuŋebɡjet	58	1
Jad	59	ŋəbcuŋerɡu	59	1
Jad	60	ʈukcu	60	1
Jad	61	ʈukcurəkʃik	61	1
Jad	62	ʈukcureŋi	62	1
Jad	63	ʈukcurəksum	63	1
Jad	64	ʈukcurəbzi	64	1
Jad	65	ʈukcurɑŋɑ	65	1
Jad	66	ʈukcurɛrok	66	1
Jad	67	ʈukcurəbdun	67	1
Jad	68	ʈukcurəbɡjet	68	1
Jad	69	ʈukcureɡu	69	1
Jad	70	dunɟu	72	0
Jad	71	dunɟurəkʃik	71	1
Jad	72	dunɟurɛɡi	70	0
Jad	73	dunɟurəksum	73	1
Jad	74	dunɟurəbzi	74	1
Jad	75	dunɟutoŋɑ	75	1
Jad	76	dunɟutɛrok	76	1
Jad	77	dunɟutjəbdun	77	1
Jad	78	dunɟutjobɡjet	78	1
Jad	79	dunɟutorɡu	79	1
Jad	80	ɡeju	82	0
Jad	81	ɡejukjɑkʃik	81	1
Jad	82	ɡejukeŋi	82	1
Jad	83	ɡejukjɑksum	83	1
Jad	84	ɡejukebzi	84	1
Jad	85	ɡejukɛŋɑ	85	1
Jad	86	ɡejukjəkʈok	80	0
Jad	87	ɡejukɛbdun	87	1
Jad	88	ɡejukjebɡjet	88	1
Jad	89	ɡejukerɡu	89	1
Jad	90	ɡupcu	90	1
Jad	91	ɡupcukjɑkʃik	91	1
Jad	92	ɡupcukɛŋi	92	1
Jad	93	ɡupcukjɑksum	93	1
Jad	94	ɡupcukɛbzi	94	1
Jad	95	ɡupcukɛŋɑ	95	1
Jad	96	ɡupcukɛrok	96	1
Jad	97	ɡupcukjəbdun	97	1
Jad	98	ɡupcukebɡjət	98	1
Jad	99	ɡupcukerɡu	99	1
Jerung	01	kwaʔ	00	0
Jerung	02	dui	00	0
Jerung	03	tin	00	0
Jerung	04	tsar	00	0
Jerung	05	pãts	00	0
Jerung	06	tsʰʌ	16	0
Jerung	07	sat	00	0
Jerung	08	aʈʰ	08	1
Jerung	09	nʌu	00	0
Jerung	10	dʌs	00	0
Jerung	11	egʰarʌ	10	0
Jerung	12	barhʌ	12	1
Jerung	13	terhʌ	12	0
Jerung	14	tsʌudʰʌ	04	0
Jerung	15	pʌndʰrʌ	15	1
Jerung	16	sorhʌ	13	0
Jerung	17	sʌtrʌ	17	1
Jerung	18	ʌʈʰarʌ	18	1
Jerung	19	unis	29	0
Jerung	20	bis	20	1
Jerung	21	ekkais	21	1
Jerung	22	bais	22	1
Jerung	23	teis	20	0
Jerung	24	tsʌubis	24	1
Jerung	25	pʌtstsis	25	1
Jerung	26	tsʰʌbbis	26	1
Jerung	27	sʌttais	27	1
Jerung	28	aʈʰʈʰais	28	1
Jerung	29	untis	39	0
Jerung	30	tis	33	0
Jerung	31	ektis	31	1
Jerung	32	battis	32	1
Jerung	33	tjattis	32	0
Jerung	34	tsʌutis	34	1
Jerung	35	pʌitis	35	1
Jerung	36	tsʰʌttis	36	1
Jerung	37	sʌitis	37	1
Jerung	38	aʈʰtis	38	1
Jerung	39	unʌntsalis	49	0
Jerung	40	tsalis	44	0
Jerung	41	ektsalis	41	1
Jerung	42	bʌjalis	42	1
Jerung	43	tritsalis	43	1
Jerung	44	tsʌwalis	44	1
Jerung	45	pʌitalis	45	1
Jerung	46	tsʰʌjalis	46	1
Jerung	47	sʌtstsalis	47	1
Jerung	48	aʈʰtsalis	48	1
Jerung	49	unʌntsas	59	0
Jerung	50	pʌtsas	45	0
Jerung	51	ekaunnʌ	51	1
Jerung	52	baunnʌ	52	1
Jerung	53	tripʌnnʌ	53	1
Jerung	54	tsʌunnʌ	54	1
Jerung	55	pʌtspʌnnʌ	55	1
Jerung	56	tsʰʌpʌnnʌ	56	1
Jerung	57	sʌntaunnʌ	57	1
Jerung	58	ʌnʈʰaunnʌ	58	1
Jerung	59	unʌnsaʈʰi	69	0
Jerung	60	saʈʰi	08	0
Jerung	61	eksʌʈʈʰi	61	1
Jerung	62	bʌjʌsʌʈʈʰi	62	1
Jerung	63	trisʌʈʈʰi	63	1
Jerung	64	tsʌusʌʈʈʰi	64	1
Jerung	65	pʌisʌʈʈʰi	65	1
Jerung	66	tsʰʌjʌsʌʈʈʰi	66	1
Jerung	67	sʌtsʌʈʈʰi	67	1
Jerung	68	ʌʈʰsʌʈʈʰi	68	1
Jerung	69	unʌnsʌttri	59	0
Jerung	70	sʌttʌri	77	0
Jerung	71	ekhʌttʌr	71	1
Jerung	72	bʌhʌhʌttʌr	72	1
Jerung	73	trihʌttʌr	73	1
Jerung	74	tsʌuhʌttʌr	74	1
Jerung	75	pʌtsʌhʌttʌr	75	1
Jerung	76	tsʰʌjʌhʌttʌr	76	1
Jerung	77	sʌtʌhʌttʌr	77	1
Jerung	78	aʈʰʌhʌttʌr	78	1
Jerung	79	usi	80	0
Jerung	80	ʌsi	89	0
Jerung	81	ekasi	81	1
Jerung	82	bʌjasi	82	1
Jerung	83	trijasi	83	1
Jerung	84	tsʌurasi	84	1
Jerung	85	pʌtsasi	80	0
Jerung	86	tsʰʌjasi	86	1
Jerung	87	sʌtasi	87	1
Jerung	88	ʌʈʰasi	88	1
Jerung	89	unnʌbbe	99	0
Jerung	90	nʌbbe	99	0
Jerung	91	ekannʌbbe	91	1
Jerung	92	bʌjanʌbbe	92	1
Jerung	93	trijannbbe	93	1
Jerung	94	tsʌurannbbe	94	1
Jerung	95	pʌntsanʌbbe	90	0
Jerung	96	tsʰʌjannʌbbe	96	1
Jerung	97	sʌntannʌbbe	97	1
Jerung	98	ʌnʈʰannbbe	98	1
Jerung	99	unsʌj	19	0
KamanMishmi	01	kumo	11	0
KamanMishmi	02	kɘin	02	1
KamanMishmi	03	kɘsəm	03	1
KamanMishmi	04	kɘmɹɘn	04	1
KamanMishmi	05	kɘlen	05	1
KamanMishmi	06	kɘtam	06	1
KamanMishmi	07	nɘn	07	1
KamanMishmi	08	gɹɘn	08	1
KamanMishmi	09	nətmo	09	1
KamanMishmi	10	kepmo	10	1
KamanMishmi	11	kumoko	11	1
KamanMishmi	12	kɘinko	12	1
KamanMishmi	13	kɘsəmko	13	1
KamanMishmi	14	kɘmɹɘnko	14	1
KamanMishmi	15	kɘlenko	15	1
KamanMishmi	16	kɘtamko	16	1
KamanMishmi	17	nɘnko	17	1
KamanMishmi	18	gɹɘnko	18	1
KamanMishmi	19	kepmonətmo	19	1
KamanMishmi	20	kɘtaumo	20	1
KamanMishmi	21	kɘtaumokumo	21	1
KamanMishmi	22	kɘtaumokɘin	22	1
KamanMishmi	23	kɘtaumokɘsəm	23	1
KamanMishmi	24	kɘtaumokɘmɹɘn	24	1
KamanMishmi	25	kɘtaumokɘlen	25	1
KamanMishmi	26	kɘtaumokɘtam	26	1
KamanMishmi	27	kɘtaumonɘn	27	1
KamanMishmi	28	kɘtaumogɹɘn	28	1
KamanMishmi	29	kɘtaumonətmo	29	1
KamanMishmi	30	səŋkiəpmo	30	1
KamanMishmi	31	səŋkiəpmokumo	31	1
KamanMishmi	32	səŋkiəpmokɘin	32	1
KamanMishmi	33	səŋkiəpmokɘsəm	33	1
KamanMishmi	34	səŋkiəpmokɘmɹɘn	34	1
KamanMishmi	35	səŋkiəpmokɘlen	35	1
KamanMishmi	36	səŋkiəpmokɘtam	36	1
KamanMishmi	37	səŋkiəpmonɘn	37	1
KamanMishmi	38	səŋkiəpmogɹɘn	38	1
KamanMishmi	39	səŋkiəpmonətmo	39	1
KamanMishmi	40	bìʃimo	40	1
KamanMishmi	41	bìʃimokumo	41	1
KamanMishmi	42	bìʃimokɘin	42	1
