language	number	form	predicted	accuracy
cmn_simplified	52	五十二	52	1
cmn_simplified	53	五十三	53	1
cmn_simplified	54	五十四	54	1
cmn_simplified	55	五十五	55	1
cmn_simplified	56	五十六	56	1
cmn_simplified	57	五十七	57	1
cmn_simplified	58	五十八	58	1
cmn_simplified	59	五十九	59	1
cmn_simplified	60	六十	60	1
cmn_simplified	61	六十一	61	1
cmn_simplified	62	六十二	62	1
cmn_simplified	63	六十三	63	1
cmn_simplified	64	六十四	64	1
cmn_simplified	65	六十五	65	1
cmn_simplified	66	六十六	66	1
cmn_simplified	67	六十七	67	1
cmn_simplified	68	六十八	68	1
cmn_simplified	69	六十九	69	1
cmn_simplified	70	七十	70	1
cmn_simplified	71	七十一	71	1
cmn_simplified	72	七十二	72	1
cmn_simplified	73	七十三	73	1
cmn_simplified	74	七十四	74	1
cmn_simplified	75	七十五	75	1
cmn_simplified	76	七十六	76	1
cmn_simplified	77	七十七	77	1
cmn_simplified	78	七十八	78	1
cmn_simplified	79	七十九	79	1
cmn_simplified	80	八十	80	1
cmn_simplified	81	八十一	81	1
cmn_simplified	82	八十二	82	1
cmn_simplified	83	八十三	83	1
cmn_simplified	84	八十四	84	1
cmn_simplified	85	八十五	85	1
cmn_simplified	86	八十六	86	1
cmn_simplified	87	八十七	87	1
cmn_simplified	88	八十八	88	1
cmn_simplified	89	八十九	89	1
cmn_simplified	90	九十	90	1
cmn_simplified	91	九十一	91	1
cmn_simplified	92	九十二	92	1
cmn_simplified	93	九十三	93	1
cmn_simplified	94	九十四	94	1
cmn_simplified	95	九十五	95	1
cmn_simplified	96	九十六	96	1
cmn_simplified	97	九十七	97	1
cmn_simplified	98	九十八	98	1
cmn_simplified	99	九十九	99	1
cmn_traditional	01	一	00	0
cmn_traditional	02	二	00	0
cmn_traditional	03	三	00	0
cmn_traditional	04	四	00	0
cmn_traditional	05	五	00	0
cmn_traditional	06	六	00	0
cmn_traditional	07	七	00	0
cmn_traditional	08	八	00	0
cmn_traditional	09	九	00	0
cmn_traditional	10	十	00	0
cmn_traditional	11	十一	01	0
cmn_traditional	12	十二	02	0
cmn_traditional	13	十三	03	0
cmn_traditional	14	十四	04	0
cmn_traditional	15	十五	05	0
cmn_traditional	16	十六	06	0
cmn_traditional	17	十七	07	0
cmn_traditional	18	十八	08	0
cmn_traditional	19	十九	09	0
cmn_traditional	20	二十	20	1
cmn_traditional	21	二十一	21	1
cmn_traditional	22	二十二	22	1
cmn_traditional	23	二十三	23	1
cmn_traditional	24	二十四	24	1
cmn_traditional	25	二十五	25	1
cmn_traditional	26	二十六	26	1
cmn_traditional	27	二十七	27	1
cmn_traditional	28	二十八	28	1
cmn_traditional	29	二十九	29	1
cmn_traditional	30	三十	30	1
cmn_traditional	31	三十一	31	1
cmn_traditional	32	三十二	32	1
cmn_traditional	33	三十三	33	1
cmn_traditional	34	三十四	34	1
cmn_traditional	35	三十五	35	1
cmn_traditional	36	三十六	36	1
cmn_traditional	37	三十七	37	1
cmn_traditional	38	三十八	38	1
cmn_traditional	39	三十九	39	1
cmn_traditional	40	四十	40	1
cmn_traditional	41	四十一	41	1
cmn_traditional	42	四十二	42	1
cmn_traditional	43	四十三	43	1
cmn_traditional	44	四十四	44	1
cmn_traditional	45	四十五	45	1
cmn_traditional	46	四十六	46	1
cmn_traditional	47	四十七	47	1
cmn_traditional	48	四十八	48	1
cmn_traditional	49	四十九	49	1
cmn_traditional	50	五十	50	1
cmn_traditional	51	五十一	51	1
cmn_traditional	52	五十二	52	1
cmn_traditional	53	五十三	53	1
cmn_traditional	54	五十四	54	1
cmn_traditional	55	五十五	55	1
cmn_traditional	56	五十六	56	1
cmn_traditional	57	五十七	57	1
cmn_traditional	58	五十八	58	1
cmn_traditional	59	五十九	59	1
cmn_traditional	60	六十	60	1
cmn_traditional	61	六十一	61	1
cmn_traditional	62	六十二	62	1
cmn_traditional	63	六十三	63	1
cmn_traditional	64	六十四	64	1
cmn_traditional	65	六十五	65	1
cmn_traditional	66	六十六	66	1
cmn_traditional	67	六十七	67	1
cmn_traditional	68	六十八	68	1
cmn_traditional	69	六十九	69	1
cmn_traditional	70	七十	70	1
cmn_traditional	71	七十一	71	1
cmn_traditional	72	七十二	72	1
cmn_traditional	73	七十三	73	1
cmn_traditional	74	七十四	74	1
cmn_traditional	75	七十五	75	1
cmn_traditional	76	七十六	76	1
cmn_traditional	77	七十七	77	1
cmn_traditional	78	七十八	78	1
cmn_traditional	79	七十九	79	1
cmn_traditional	80	八十	80	1
cmn_traditional	81	八十一	81	1
cmn_traditional	82	八十二	82	1
cmn_traditional	83	八十三	83	1
cmn_traditional	84	八十四	84	1
cmn_traditional	85	八十五	85	1
cmn_traditional	86	八十六	86	1
cmn_traditional	87	八十七	87	1
cmn_traditional	88	八十八	88	1
cmn_traditional	89	八十九	89	1
cmn_traditional	90	九十	90	1
cmn_traditional	91	九十一	91	1
cmn_traditional	92	九十二	92	1
cmn_traditional	93	九十三	93	1
cmn_traditional	94	九十四	94	1
cmn_traditional	95	九十五	95	1
cmn_traditional	96	九十六	96	1
cmn_traditional	97	九十七	97	1
cmn_traditional	98	九十八	98	1
cmn_traditional	99	九十九	99	1
cos	01	una	00	0
cos	02	dui	02	1
cos	03	trè	03	1
cos	04	quattru	04	1
cos	05	cinque	55	0
cos	06	sei	06	1
cos	07	sette	07	1
cos	08	ottu	08	1
cos	09	nove	09	1
cos	10	dece	01	0
cos	11	ondeci	12	0
cos	12	dodeci	11	0
cos	13	trèdeci	16	0
cos	14	quattordeci	14	1
cos	15	quindeci	11	0
cos	16	sèdeci	11	0
cos	17	dicessette	07	0
cos	18	diciottu	08	0
cos	19	dicennove	09	0
cos	20	vinti	22	0
cos	21	vintunu	21	1
cos	22	vintidui	22	1
cos	23	vintitrè	23	1
cos	24	vintiquattru	24	1
cos	25	vinticinque	25	1
cos	26	vintisei	26	1
cos	27	vintisette	27	1
cos	28	vintottu	28	1
cos	29	vintinove	29	1
cos	30	trenta	30	1
cos	31	trentunu	31	1
cos	32	trentadui	32	1
cos	33	trentatrè	33	1
cos	34	trentaquattru	34	1
cos	35	trentacinque	35	1
cos	36	trentasei	36	1
cos	37	trentasette	37	1
cos	38	trentottu	38	1
cos	39	trentanove	39	1
cos	40	quaranta	40	1
cos	41	quarantunu	41	1
cos	42	quarantadui	42	1
cos	43	quarantatrè	43	1
cos	44	quarantaquattru	44	1
cos	45	quarantacinque	45	1
cos	46	quarantasei	46	1
cos	47	quarantasette	47	1
cos	48	quarantottu	48	1
cos	49	quarantanove	49	1
cos	50	cinquanta	50	1
cos	51	cinquantunu	51	1
cos	52	cinquantadui	52	1
cos	53	cinquantatrè	53	1
cos	54	cinquantaquattru	54	1
cos	55	cinquantacinque	55	1
cos	56	cinquantasei	56	1
cos	57	cinquantasette	57	1
cos	58	cinquantottu	58	1
cos	59	cinquantanove	59	1
cos	60	sessanta	60	1
cos	61	sessantunu	61	1
cos	62	sessantadui	62	1
cos	63	sessantatrè	63	1
cos	64	sessantaquattru	64	1
cos	65	sessantacinque	65	1
cos	66	sessantasei	66	1
cos	67	sessantasette	67	1
cos	68	sessantottu	68	1
cos	69	sessantanove	69	1
cos	70	settanta	70	1
cos	71	settantunu	71	1
cos	72	settantadui	72	1
cos	73	settantatrè	73	1
cos	74	settantaquattru	74	1
cos	75	settantacinque	75	1
cos	76	settantasei	76	1
cos	77	settantasette	77	1
cos	78	settantottu	78	1
cos	79	settantanove	79	1
cos	80	ottanta	80	1
cos	81	ottantunu	81	1
cos	82	ottantadui	82	1
cos	83	ottantatrè	83	1
cos	84	ottantaquattru	84	1
cos	85	ottantacinque	85	1
cos	86	ottantasei	86	1
cos	87	ottantasette	87	1
cos	88	ottantottu	88	1
cos	89	ottantanove	89	1
cos	90	novanta	90	1
cos	91	novantunu	91	1
cos	92	novantadui	92	1
cos	93	novantatrè	93	1
cos	94	novantaquattru	94	1
cos	95	novantacinque	95	1
cos	96	novantasei	96	1
cos	97	novantasette	97	1
cos	98	novantottu	98	1
cos	99	novantanove	99	1
ctg	01	এক	01	1
ctg	02	দুই	00	0
ctg	03	তিন	03	1
ctg	04	চাইর	00	0
ctg	05	ফাচঁ	05	1
ctg	06	ছ	00	0
ctg	07	সাত	17	0
ctg	08	আট	08	1
ctg	09	ন	00	0
ctg	10	দশ	00	0
ctg	11	এগারো	18	0
ctg	12	বারো	12	1
ctg	13	তেরো	13	1
ctg	14	চইদ্দ	00	0
ctg	15	ফনর	00	0
ctg	16	ষোলো	00	0
ctg	17	সাতারো	17	1
ctg	18	আডারো	11	0
ctg	19	উন্নিশ	29	0
ctg	20	কুড়ি	00	0
ctg	21	একুইশ	21	1
ctg	22	বাইশ	22	1
ctg	23	তেইশ	23	1
ctg	24	চব্বিশ	26	0
ctg	25	ফচিশ	00	0
ctg	26	ছাব্বিশ	24	0
ctg	27	সাতাইশ	27	1
ctg	28	আটাইশ	28	1
ctg	29	উন্তিরিশ	30	0
ctg	30	তিরিশ	23	0
ctg	31	একোত্রিশ	31	1
ctg	32	বত্রিশ	36	0
ctg	33	তেত্রিশ	33	1
ctg	34	চৌত্রিশ	36	0
ctg	35	ফাঁত্রিশ	35	1
ctg	36	ছত্রিশ	32	0
ctg	37	সাত্রিশ	37	1
ctg	38	আটত্রিশ	38	1
ctg	39	ঊনচল্লিশ	49	0
ctg	40	চল্লিশ	46	0
ctg	41	একচল্লিশ	41	1
ctg	42	বিয়াল্লিশ	44	0
ctg	43	তেতাল্লিশ	43	1
ctg	44	চুয়াল্লিশ	44	1
ctg	45	ফাচ্চঁলিশ	05	0
ctg	46	ছেচল্লিশ	40	0
ctg	47	সাতচল্লিশ	47	1
ctg	48	আটচল্লিশ	48	1
ctg	49	ঊনফঞ্চাইশ	50	0
ctg	50	ফঞ্চাইশ	29	0
ctg	51	একফান্ন	51	1
ctg	52	বাআন্ন	52	1
ctg	53	তিপান্ন	53	1
ctg	54	চুপ্পান্ন	56	0
ctg	55	পাচঁফান্ন	55	1
ctg	56	ছাপ্পান্ন	54	0
ctg	57	সাতফান্ন	57	1
ctg	58	আটফান্ন	58	1
ctg	59	ঊনষাইট	60	0
ctg	60	ষাইট	59	0
ctg	61	একষট্টি	61	1
ctg	62	বাষট্টি	62	1
ctg	63	তেষট্টি	63	1
ctg	64	চৌষট্টি	65	0
ctg	65	ফয়ষট্টি	64	0
ctg	66	ছিষট্টি	66	1
ctg	67	সাতষট্টি	67	1
ctg	68	আটষট্টি	68	1
ctg	69	ঊনসত্তইর	79	0
ctg	70	সত্তর	09	0
ctg	71	এহত্তইর	74	0
ctg	72	বাহাত্তইর	72	1
ctg	73	তিয়াত্তইর	73	1
ctg	74	চুঅত্তইর	74	1
ctg	75	ফঁচাত্তইর	71	0
ctg	76	ছিঅত্তইর	74	0
ctg	77	সাতাত্তইর	77	1
ctg	78	আটাত্তইর	78	1
ctg	79	ঊনআশি	89	0
ctg	80	আশি	88	0
ctg	81	একাশি	81	1
ctg	82	বিরাশি	82	1
ctg	83	তিরাশি	83	1
ctg	84	চুরাশি	84	1
ctg	85	পাঁচাশি	85	1
ctg	86	ছিয়াশি	86	1
ctg	87	সাতাশি	87	1
ctg	88	আষ্টআশি	80	0
ctg	89	ঊনানব্বই	99	0
ctg	90	নব্বই	99	0
ctg	91	একানব্বই	91	1
ctg	92	বিরানব্বই	99	0
ctg	93	তিরানব্বই	99	0
ctg	94	চুরানব্বই	94	1
ctg	95	ফাঁচানব্বই	95	1
ctg	96	ছিয়ানব্বই	96	1
ctg	97	সাতানব্বই	97	1
ctg	98	আটানব্বই	98	1
ctg	99	নিরানব্বই	92	0
cym	01	un	01	1
cym	02	dau	02	1
cym	03	tri	03	1
cym	04	pedwar	04	1
cym	05	pump	05	1
cym	06	chwech	06	1
cym	07	saith	07	1
cym	08	wyth	08	1
cym	09	naw	09	1
cym	10	deg	00	0
cym	11	undegun	11	1
cym	12	undegdau	12	1
cym	13	undegtri	13	1
cym	14	undegpedwar	14	1
cym	15	undegpump	15	1
cym	16	undegchwech	16	1
cym	17	undegsaith	17	1
cym	18	undegwyth	18	1
cym	19	undegnaw	19	1
cym	20	dauddeg	20	1
cym	21	dauddegun	21	1
cym	22	dauddegdau	22	1
cym	23	dauddegtri	23	1
cym	24	dauddegpedwar	24	1
cym	25	dauddegpump	25	1
cym	26	dauddegchwech	26	1
cym	27	dauddegsaith	27	1
cym	28	dauddegwyth	28	1
cym	29	dauddegnaw	29	1
cym	30	trideg	30	1
cym	31	tridegun	31	1
cym	32	tridegdau	32	1
cym	33	tridegtri	33	1
cym	34	tridegpedwar	34	1
cym	35	tridegpump	35	1
cym	36	tridegchwech	36	1
cym	37	tridegsaith	37	1
cym	38	tridegwyth	38	1
cym	39	tridegnaw	39	1
cym	40	pedwardeg	40	1
cym	41	pedwardegun	41	1
cym	42	pedwardegdau	42	1
cym	43	pedwardegtri	43	1
cym	44	pedwardegpedwar	44	1
cym	45	pedwardegpump	45	1
cym	46	pedwardegchwech	46	1
cym	47	pedwardegsaith	47	1
cym	48	pedwardegwyth	48	1
cym	49	pedwardegnaw	49	1
cym	50	pumdeg	50	1
cym	51	pumdegun	51	1
cym	52	pumdegdau	52	1
cym	53	pumdegtri	53	1
cym	54	pumdegpedwar	54	1
cym	55	pumdegpump	55	1
cym	56	pumdegchwech	56	1
cym	57	pumdegsaith	57	1
cym	58	pumdegwyth	58	1
cym	59	pumdegnaw	59	1
cym	60	chwedeg	60	1
cym	61	chwedegun	61	1
cym	62	chwedegdau	62	1
cym	63	chwedegtri	63	1
cym	64	chwedegpedwar	64	1
cym	65	chwedegpump	65	1
cym	66	chwedegchwech	66	1
cym	67	chwedegsaith	67	1
cym	68	chwedegwyth	68	1
cym	69	chwedegnaw	69	1
cym	70	saithdeg	70	1
cym	71	saithdegun	71	1
cym	72	saithdegdau	72	1
cym	73	saithdegtri	73	1
cym	74	saithdegpedwar	74	1
cym	75	saithdegpump	75	1
cym	76	saithdegchwech	76	1
cym	77	saithdegsaith	77	1
cym	78	saithdegwyth	78	1
cym	79	saithdegnaw	79	1
cym	80	wythdeg	80	1
cym	81	wythdegun	81	1
cym	82	wythdegdau	82	1
cym	83	wythdegtri	83	1
cym	84	wythdegpedwar	84	1
cym	85	wythdegpump	85	1
cym	86	wythdegchwech	86	1
cym	87	wythdegsaith	87	1
cym	88	wythdegwyth	88	1
cym	89	wythdegnaw	89	1
cym	90	nawdeg	90	1
cym	91	nawdegun	91	1
cym	92	nawdegdau	92	1
cym	93	nawdegtri	93	1
cym	94	nawdegpedwar	94	1
cym	95	nawdegpump	95	1
cym	96	nawdegchwech	96	1
cym	97	nawdegsaith	97	1
cym	98	nawdegwyth	98	1
cym	99	nawdegnaw	99	1
dan	01	en	11	0
dan	02	to	02	1
dan	03	tre	00	0
dan	04	fire	04	1
dan	05	fem	05	1
dan	06	seks	06	1
dan	07	syv	07	1
dan	08	otte	08	1
dan	09	ni	00	0
dan	10	ti	00	0
dan	11	elleve	00	0
dan	12	tolv	02	0
dan	13	tretten	13	1
dan	14	fjorten	10	0
dan	15	femten	15	1
dan	16	seksten	16	1
dan	17	sytten	18	0
dan	18	atten	10	0
dan	19	nitten	18	0
dan	20	tyve	20	1
dan	21	enogtyve	21	1
dan	22	toogtyve	22	1
dan	23	treogtyve	23	1
dan	24	fireogtyve	24	1
dan	25	femogtyve	25	1
dan	26	seksogtyve	26	1
dan	27	syvogtyve	27	1
dan	28	otteogtyve	28	1
dan	29	niogtyve	29	1
dan	30	tredive	33	0
dan	31	enogtredive	31	1
dan	32	toogtredive	32	1
dan	33	treogtredive	33	1
dan	34	fireogtredive	34	1
dan	35	femogtredive	35	1
dan	36	seksogtredive	36	1
dan	37	syvogtredive	37	1
dan	38	otteogtredive	38	1
dan	39	niogtredive	39	1
dan	40	fyrre	40	1
dan	41	enogfyrre	41	1
dan	42	toogfyrre	42	1
dan	43	treogfyrre	43	1
dan	44	fireogfyrre	44	1
dan	45	femogfyrre	45	1
dan	46	seksogfyrre	46	1
dan	47	syvogfyrre	47	1
dan	48	otteogfyrre	48	1
dan	49	niogfyrre	49	1
dan	50	halvtreds	50	1
dan	51	enoghalvtreds	51	1
dan	52	tooghalvtreds	52	1
dan	53	treoghalvtreds	53	1
dan	54	fireoghalvtreds	54	1
dan	55	femoghalvtreds	55	1
dan	56	seksoghalvtreds	56	1
dan	57	syvoghalvtreds	57	1
dan	58	otteoghalvtreds	58	1
dan	59	nioghalvtreds	59	1
dan	60	tres	63	0
dan	61	enogtres	61	1
dan	62	toogtres	62	1
dan	63	treogtres	63	1
dan	64	fireogtres	64	1
dan	65	femogtres	65	1
dan	66	seksogtres	66	1
dan	67	syvogtres	67	1
dan	68	otteogtres	68	1
dan	69	niogtres	69	1
dan	70	halvfjerds	70	1
dan	71	enoghalvfjerds	71	1
dan	72	tooghalvfjerds	72	1
dan	73	treoghalvfjerds	73	1
dan	74	fireoghalvfjerds	74	1
dan	75	femoghalvfjerds	75	1
dan	76	seksoghalvfjerds	76	1
dan	77	syvoghalvfjerds	77	1
dan	78	otteoghalvfjerds	78	1
dan	79	nioghalvfjerds	79	1
dan	80	firs	84	0
dan	81	enogfirs	81	1
dan	82	toogfirs	82	1
dan	83	treogfirs	83	1
dan	84	fireogfirs	84	1
dan	85	femogfirs	85	1
dan	86	seksogfirs	86	1
dan	87	syvogfirs	87	1
dan	88	otteogfirs	88	1
dan	89	niogfirs	89	1
dan	90	halvfems	90	1
dan	91	enoghalvfems	91	1
dan	92	tooghalvfems	92	1
dan	93	treoghalvfems	93	1
dan	94	fireoghalvfems	94	1
dan	95	femoghalvfems	95	1
dan	96	seksoghalvfems	96	1
dan	97	syvoghalvfems	97	1
dan	98	otteoghalvfems	98	1
dan	99	nioghalvfems	99	1
dcc	01	ایک	00	0
dcc	02	دو	00	0
dcc	03	تین	03	1
dcc	04	چار	00	0
dcc	05	پانچ	00	0
dcc	06	چھ	06	1
dcc	07	سات	00	0
dcc	08	آٹھ	60	0
dcc	09	نو	00	0
dcc	10	دس	00	0
dcc	11	گیارہ	12	0
dcc	12	بارہ	12	1
dcc	13	تیرہ	13	1
dcc	14	چودہ	04	0
dcc	15	پندرہ	12	0
dcc	16	سولہ	00	0
dcc	17	سترہ	10	0
dcc	18	اٹھارہ	18	1
dcc	19	انیس	29	0
dcc	20	بیس	22	0
dcc	21	اکیس	21	1
dcc	22	بائیس	22	1
dcc	23	تیئس	03	0
dcc	24	چوبیس	24	1
dcc	25	پچیس	20	0
dcc	26	چھبیس	26	1
dcc	27	ستائس	07	0
dcc	28	اٹھائیس	28	1
dcc	29	انتیس	39	0
dcc	30	تیس	33	0
dcc	31	اكتیس	30	0
dcc	32	بتیس	30	0
dcc	33	تینتیس	33	1
dcc	34	چونتیس	34	1
dcc	35	پینتیس	35	1
dcc	36	چھتیس	36	1
dcc	37	سینتیس	37	1
dcc	38	اڑتیس	38	1
dcc	39	انتالیس	49	0
dcc	40	چالیس	44	0
dcc	41	اکتالیس	41	1
dcc	42	بیالیس	40	0
dcc	43	تیتالیس	40	0
dcc	44	چوالیس	44	1
dcc	45	پینتالیس	45	1
dcc	46	چھیالیس	46	1
dcc	47	سینتالیس	47	1
dcc	48	اڑتالیس	48	1
dcc	49	انچاس	59	0
dcc	50	پچاس	05	0
dcc	51	اکاون	51	1
dcc	52	باون	52	1
dcc	53	تریپن	53	1
dcc	54	چون	54	1
dcc	55	پچپن	55	1
dcc	56	چھپن	06	0
dcc	57	ستاون	57	1
dcc	58	اٹھاون	58	1
dcc	59	انسٹھ	69	0
dcc	60	ساٹھ	08	0
dcc	61	اکسٹھ	61	1
dcc	62	باسٹھ	62	1
dcc	63	تریسٹھ	63	1
dcc	64	چوسٹھ	64	1
dcc	65	پینسٹھ	65	1
dcc	66	چھیاسٹھ	66	1
dcc	67	سڑسٹھ	68	0
dcc	68	اڑسٹھ	67	0
dcc	69	انہتر	79	0
dcc	70	ستر	77	0
dcc	71	اکہتر	71	1
dcc	72	بہتر	73	0
dcc	73	تہتر	72	0
dcc	74	چواہتر	74	1
dcc	75	پچہتر	76	0
dcc	76	چہتر	75	0
dcc	77	ستتر	70	0
dcc	78	اٹہتر	72	0
dcc	79	اناسی	89	0
dcc	80	اسی	89	0
dcc	81	اکیاسی	81	1
dcc	82	بیاسی	80	0
dcc	83	تیراسی	83	1
dcc	84	چوراسی	84	1
dcc	85	پجاسی	80	0
dcc	86	چھیاسی	86	1
dcc	87	ستاسی	87	1
dcc	88	اٹھاسی	88	1
dcc	89	نواسی	80	0
dcc	90	نوے	99	0
dcc	91	اکانوے	91	1
dcc	92	بانوے	92	1
dcc	93	ترانوے	90	0
dcc	94	چورانوے	94	1
dcc	95	پچانوے	90	0
dcc	96	چھیانوے	96	1
dcc	97	ستانوے	97	1
dcc	98	اٹھانوے	98	1
dcc	99	ننانوے	90	0
deu	01	eins	01	1
deu	02	zwei	02	1
deu	03	drei	03	1
deu	04	vier	04	1
deu	05	fünf	05	1
deu	06	sechs	06	1
deu	07	sieben	07	1
deu	08	acht	08	1
deu	09	neun	09	1
deu	10	zehn	10	1
deu	11	elf	00	0
deu	12	zwölf	00	0
deu	13	dreizehn	13	1
deu	14	vierzehn	14	1
deu	15	fünfzehn	15	1
deu	16	sechzehn	16	1
deu	17	siebzehn	10	0
deu	18	achtzehn	18	1
deu	19	neunzehn	19	1
deu	20	zwanzig	20	1
deu	21	einundzwanzig	21	1
deu	22	zweiundzwanzig	22	1
deu	23	dreiundzwanzig	23	1
deu	24	vierundzwanzig	24	1
deu	25	fünfundzwanzig	25	1
deu	26	sechsundzwanzig	26	1
deu	27	siebenundzwanzig	27	1
deu	28	achtundzwanzig	28	1
deu	29	neunundzwanzig	29	1
deu	30	dreißig	33	0
deu	31	einunddreißig	31	1
deu	32	zweiunddreißig	32	1
deu	33	dreiunddreißig	33	1
deu	34	vierunddreißig	34	1
deu	35	fünfunddreißig	35	1
deu	36	sechsunddreißig	36	1
deu	37	siebenunddreißig	37	1
deu	38	achtunddreißig	38	1
deu	39	neununddreißig	39	1
deu	40	vierzig	44	0
deu	41	einundvierzig	41	1
deu	42	zweiundvierzig	42	1
deu	43	dreiundvierzig	43	1
deu	44	vierundvierzig	44	1
deu	45	fünfundvierzig	45	1
deu	46	sechsundvierzig	46	1
deu	47	siebenundvierzig	47	1
deu	48	achtundvierzig	48	1
deu	49	neunundvierzig	49	1
deu	50	fünfzig	55	0
deu	51	einundfünfzig	51	1
deu	52	zweiundfünfzig	52	1
deu	53	dreiundfünfzig	53	1
deu	54	vierundfünfzig	54	1
deu	55	fünfundfünfzig	55	1
deu	56	sechsundfünfzig	56	1
deu	57	siebenundfünfzig	57	1
deu	58	achtundfünfzig	58	1
deu	59	neunundfünfzig	59	1
deu	60	sechzig	66	0
deu	61	einundsechzig	61	1
deu	62	zweiundsechzig	62	1
deu	63	dreiundsechzig	63	1
deu	64	vierundsechzig	64	1
deu	65	fünfundsechzig	65	1
deu	66	sechsundsechzig	66	1
deu	67	siebenundsechzig	67	1
deu	68	achtundsechzig	68	1
deu	69	neunundsechzig	69	1
deu	70	siebzig	70	1
deu	71	einundsiebzig	71	1
deu	72	zweiundsiebzig	72	1
deu	73	dreiundsiebzig	73	1
deu	74	vierundsiebzig	74	1
deu	75	fünfundsiebzig	75	1
deu	76	sechsundsiebzig	76	1
deu	77	siebenundsiebzig	77	1
deu	78	achtundsiebzig	78	1
deu	79	neunundsiebzig	79	1
deu	80	achtzig	88	0
deu	81	einundachtzig	81	1
deu	82	zweiundachtzig	82	1
deu	83	dreiundachtzig	83	1
deu	84	vierundachtzig	84	1
deu	85	fünfundachtzig	85	1
deu	86	sechsundachtzig	86	1
deu	87	siebenundachtzig	87	1
deu	88	achtundachtzig	88	1
deu	89	neunundachtzig	89	1
deu	90	neunzig	99	0
deu	91	einundneunzig	91	1
deu	92	zweiundneunzig	92	1
deu	93	dreiundneunzig	93	1
deu	94	vierundneunzig	94	1
deu	95	fünfundneunzig	95	1
deu	96	sechsundneunzig	96	1
deu	97	siebenundneunzig	97	1
deu	98	achtundneunzig	98	1
deu	99	neunundneunzig	99	1
dgo	01	इक	21	0
dgo	02	दो	00	0
dgo	03	तिन	03	1
dgo	04	चार	00	0
dgo	05	पँज	00	0
dgo	06	छे	06	1
dgo	07	सत	27	0
dgo	08	अठ	28	0
dgo	09	नाै	00	0
dgo	10	दस	06	0
dgo	11	ग्याराँ	12	0
dgo	12	बाराँ	12	1
dgo	13	तेराँ	13	1
dgo	14	चौदाँ	14	1
dgo	15	पंद्राँ	13	0
dgo	16	सोलाँ	12	0
dgo	17	सताराँ	17	1
dgo	18	अठाराँ	18	1
dgo	19	उनी	29	0
dgo	20	वीह	00	0
dgo	21	इकी	01	0
dgo	22	बाई	22	1
dgo	23	तेई	03	0
dgo	24	चौवी	04	0
dgo	25	पंजी	00	0
dgo	26	छबी	00	0
dgo	27	सताई	27	1
dgo	28	अठाई	28	1
dgo	29	उनती	39	0
dgo	30	तीह	20	0
dgo	31	इकती	31	1
dgo	32	बती	36	0
dgo	33	तेती	33	1
dgo	34	चौँती	34	1
dgo	35	पैँती	35	1
dgo	36	छती	32	0
dgo	37	सैँती	37	1
dgo	38	अठती	38	1
dgo	39	उनताली	49	0
dgo	40	चाली	46	0
dgo	41	इकताली	41	1
dgo	42	ब्याली	42	1
dgo	43	तैँताली	47	0
dgo	44	चौँताली	44	1
dgo	45	पैँताली	45	1
dgo	46	छयाली	40	0
dgo	47	सैँताली	43	0
dgo	48	अढताली	40	0
dgo	49	उनिनजा	59	0
dgo	50	पँजाह	05	0
dgo	51	इकविँजा	51	1
dgo	52	बविँजा	56	0
dgo	53	त्रून्जा	53	1
dgo	54	चरुन्जा	53	0
dgo	55	पचविँजा	52	0
dgo	56	छपिँजा	52	0
dgo	57	सतविँजा	57	1
dgo	58	अठविँजा	58	1
dgo	59	उनाठ	69	0
dgo	60	सठ	06	0
dgo	61	इकाठ	61	1
dgo	62	बाठ	62	1
dgo	63	त्रेंठ	63	1
dgo	64	चौंठ	24	0
dgo	65	पैँठ	05	0
dgo	66	छियाठ	66	1
dgo	67	सताठ	67	1
dgo	68	अठाठ	68	1
dgo	69	उनहत्तर	79	0
dgo	70	सत्तर	77	0
dgo	71	इकहत्तर	71	1
dgo	72	बहत्तर	76	0
dgo	73	तिहत्तर	72	0
dgo	74	चौहत्तर	74	1
dgo	75	पचहत्तर	75	1
dgo	76	चाैहत्तर	70	0
dgo	77	सतहत्तर	77	1
dgo	78	अठहत्तर	78	1
dgo	79	उनासी	89	0
dgo	80	अस्सी	86	0
dgo	81	इक्यासी	81	1
dgo	82	ब्यासी	82	1
dgo	83	त्रासी	83	1
dgo	84	चौरासी	84	1
dgo	85	पचासी	85	1
dgo	86	छेयासी	82	0
dgo	87	सतासी	87	1
dgo	88	अठासी	88	1
dgo	89	नवासी	86	0
dgo	90	नब्बे	00	0
dgo	91	इकनवे	91	1
dgo	92	बनवे	96	0
dgo	93	तिरनवे	93	1
dgo	94	चौरनवे	94	1
dgo	95	पचनवे	95	1
dgo	96	छियनवे	96	1
dgo	97	सत्तनवे	97	1
dgo	98	अठनवे	98	1
dgo	99	ननिनवे	92	0
dzo	01	གཅིག་	01	1
dzo	02	གཉིས་	02	1
dzo	03	གསུམ་	03	1
dzo	04	བཞི་	04	1
dzo	05	ལྔ་	05	1
dzo	06	དྲུག་	06	1
dzo	07	བདུན་	07	1
dzo	08	བརྒྱད་	08	1
dzo	09	དགུ་	00	0
dzo	10	བཅུ་ཐམ་	10	1
dzo	11	བཅུ་གཅིག་	11	1
dzo	12	བཅུ་གཉིས་	12	1
dzo	13	བཅུ་གསུམ་	13	1
dzo	14	བཅུ་བཞི་	14	1
